171,"CHRISTOPH, Oscar",SO,33,Carleton,-,29:18.8,4:41.8,5:53.9,3:39.8,3:30.5,8:31.6,16:08.4,25:44.1
172,"MARBLE, Jack",FR,92,Gustavus Adolphus,-,29:29.4,4:52.4,5:56.0,3:41.2,3:22.4,8:10.2,15:35.0,25:41.4
173,"WARE JONCAS, Spencer",SR,217,St. Olaf,-,29:30.5,4:53.5,5:56.2,3:41.3,3:28.2,8:18.7,16:05.4,25:57.5
174,"DAOOD, Axel",FR,141,Saint Mary's (Minn.),71,29:30.9,4:53.9,5:56.3,3:41.4,3:31.4,8:27.2,16:01.1,25:49.8
175,"FOQUEREL-SKOE, Zachary",FR,58,Concordia-Moorhea,-,29:31.5,4:54.5,5:56.4,3:41.4,3:29.3,8:29.4,16:12.9,25:56.4
176,"CARL, Brian",SO,219,St. Thomas (Minn.),-,29:33.1,4:56.1,5:56.7,3:41.6,3:31.5,8:39.1,16:25.5,25:56.4
177,"UNRUH, Ethan",FR,242,St. Thomas (Minn.),-,29:33.9,4:56.9,5:56.9,3:41.7,3:32.5,8:42.3,16:25.2,25:56.9
178,"GETZLOFF, Alec",SR,184,St. Olaf,-,29:40.2,5:03.2,5:58.2,3:42.5,3:33.2,8:41.7,16:27.4,26:08.4
179,"KRAUSE, Maxwell",SO,165,St. John's (Minn.),-,29:44.3,5:07.3,5:59.0,3:43.0,3:29.4,8:31.6,16:23.7,26:06.5
180,"MAYER, Max",SO,201,St. Olaf,-,29:46.1,5:09.1,5:59.4,3:43.3,3:34.0,8:40.3,16:22.0,26:04.7
181,"MICHELS, Corbin",FR,96,Gustavus Adolphus,-,29:46.8,5:09.8,5:59.5,3:43.3,3:25.1,8:25.2,16:18.6,26:11.6
182,"GILLES, Matt",FR,222,St. Thomas (Minn.),-,29:49.6,5:12.6,6:00.1,3:43.7,3:13.4,8:09.9,16:03.2,25:59.6
183,"RACHLIN, Peter",FR,137,Macalester,-,29:50.3,5:13.3,6:00.2,3:43.8,3:29.5,8:38.0,16:29.3,26:14.5
184,"MEYER, Nathan",SO,168,St. John's (Minn.),-,29:51.1,5:14.1,6:00.4,3:43.9,3:30.5,8:34.6,16:20.5,26:11.3
185,"HANRAHAN, Cian",JR,186,St. Olaf,-,29:51.4,5:14.4,6:00.4,3:43.9,3:30.8,8:32.1,16:16.4,26:07.8
186,"MILLER, Greg",JR,5,Augsburg,72,29:53.1,5:16.1,6:00.8,3:44.1,3:22.7,8:29.0,16:24.2,26:10.6
187,"BORASH, Ben",SR,140,Saint Mary's (Minn.),(73),29:56.5,5:19.5,6:01.5,3:44.6,3:35.0,8:48.9,16:44.0,26:20.2
188,"LIPKE, Jacob",FR,166,St. John's (Minn.),-,29:59.2,5:22.2,6:02.0,3:44.9,3:33.9,8:46.4,16:37.6,26:22.6
189,"SETHRE, Kevin",SO,8,Augsburg,74,30:04.9,5:27.9,6:03.2,3:45.6,3:21.1,8:26.7,16:24.3,26:20.0
190,"OSBORNE, Jack",SO,231,St. Thomas (Minn.),-,30:07.2,5:30.2,6:03.6,3:45.9,3:32.0,8:43.4,16:39.5,26:27.9
191,"AEHL, Peter",SR,177,St. Olaf,-,30:08.2,5:31.2,6:03.8,3:46.0,3:31.1,8:41.7,16:38.7,26:28.7
192,"KLOEPPNER, Daniel",FR,164,St. John's (Minn.),-,30:09.5,5:32.5,6:04.1,3:46.2,3:34.2,8:47.5,16:41.6,26:27.0
193,"FROLAND, Tommy",SR,60,Concordia-Moorhea,-,30:10.6,5:33.6,6:04.3,3:46.3,3:31.5,8:46.1,16:43.9,26:42.5
194,"PANTOJA, Jose",FR,206,St. Olaf,-,30:13.7,5:36.7,6:04.9,3:46.7,3:30.6,8:31.9,16:32.4,26:28.7
195,"LEESE, Baylor",JR,17,Bethel (Minn.),-,30:21.9,5:44.9,6:06.6,3:47.7,3:27.0,8:30.9,16:27.6,26:35.5
196,"SMITH, Ethan",FR,117,Hamline,-,30:24.5,5:47.5,6:07.1,3:48.1,3:26.5,8:29.0,16:19.0,26:24.0
197,"GOTHBERG, Jack",FR,61,Concordia-Moorhea,-,30:26.0,5:49.0,6:07.4,3:48.3,3:31.7,8:41.5,16:31.7,26:34.7
198,"LEVY, Elijah",JR,130,Macalester,-,30:29.2,5:52.2,6:08.0,3:48.6,3:27.2,8:31.2,16:32.3,26:46.2
199,"SCHROEPFER, Austin",JR,172,St. John's (Minn.),-,30:30.5,5:53.5,6:08.3,3:48.8,3:33.8,8:49.0,16:47.2,26:52.5
200,"LANGE, Jens",SO,194,St. Olaf,-,30:31.0,5:54.0,6:08.4,3:48.9,3:29.8,8:35.4,16:42.0,26:49.4
201,"FOURRE, Elijah",SR,83,Gustavus Adolphus,-,30:33.9,5:56.9,6:09.0,3:49.2,3:34.8,8:48.0,16:46.9,26:47.7
202,"STEWART, Tad",FR,25,Bethel (Minn.),-,30:34.5,5:57.5,6:09.1,3:49.3,3:26.1,8:37.0,16:44.2,26:53.4
203,"LIKING, Thomas",FR,68,Concordia-Moorhea,-,30:35.6,5:58.6,6:09.3,3:49.4,3:31.2,8:41.1,16:43.0,26:48.1
204,"SEGURA, Gabe",JR,22,Bethel (Minn.),-,30:36.7,5:59.7,6:09.6,3:49.6,3:30.4,8:46.1,16:55.1,26:54.3
205,"MCCABE, Jack",SO,94,Gustavus Adolphus,-,30:41.6,6:04.6,6:10.5,3:50.2,3:34.9,8:48.2,16:41.3,26:46.3
206,"OTTO, Charlie",SO,170,St. John's (Minn.),-,30:52.0,6:15.0,6:12.6,3:51.5,3:33.6,8:49.6,16:47.1,26:53.8
207,"ZEHR, Timothy",SO,28,Bethel (Minn.),-,31:15.0,6:38.0,6:17.3,3:54.4,3:41.5,9:10.2,17:16.1,27:19.4
208,"GARCIA GONZAGA, Erik",FR,2,Augsburg,(75),31:23.2,6:46.2,6:18.9,3:55.4,3:24.5,8:43.8,17:13.2,27:37.7
209,"DEVINE, Taylor",FR,57,Concordia-Moorhea,-,31:23.7,6:46.7,6:19.0,3:55.5,3:30.2,8:40.1,16:56.7,27:36.7
210,"BALDUS, JoJo",SR,120,Macalester,-,31:28.3,6:51.3,6:19.9,3:56.0,3:52.8,9:22.2,17:36.6,27:41.2
211,"PUENT, Aaron",FR,6,Augsburg,(76),31:30.2,6:53.2,6:20.3,3:56.3,3:25.2,8:44.3,17:03.0,27:31.8
212,"BASTIAN, Joseph",JR,148,St. John's (Minn.),-,31:32.0,6:55.0,6:20.7,3:56.5,3:36.1,8:54.5,17:18.9,27:38.9
213,"BURLEIGH, Juan",SO,80,Gustavus Adolphus,-,31:52.3,7:15.3,6:24.8,3:59.0,3:48.4,9:22.1,17:36.6,28:01.1
214,"MARBLE, Sam",FR,93,Gustavus Adolphus,-,31:53.1,7:16.1,6:24.9,3:59.1,3:35.5,9:02.7,17:24.7,27:53.9
215,"ZAHRBOCK, Simon",FR,77,Concordia-Moorhea,-,32:00.9,7:23.9,6:26.5,4:00.1,3:33.5,9:04.7,17:36.8,28:07.1
216,"BERG, James",JR,149,St. John's (Minn.),-,32:50.6,8:13.6,6:36.5,4:06.3,3:48.6,9:21.5,17:50.3,28:50.1
217,"REGAN, Cameron",FR,114,Hamline,-,33:17.8,8:40.8,6:42.0,4:09.7,3:57.9,9:45.7,18:20.4,29:06.2
218,"MARTIN, Keaton",FR,70,Concordia-Moorhea,-,33:45.3,9:08.3,6:47.5,4:13.2,3:48.0,9:43.8,18:26.4,29:43.6
219,"MCLEER, William",JR,4,Augsburg,-,36:54.6,12:17.6,7:25.6,4:36.8,4:26.3,10:57.4,20:31.1,32:26.2
--,"KUHS, Max",JR,41,Carleton,-,DNF,---,---,---,3:27.7,8:25.8,16:07.1,
