642,8
643,3
644,3
645,2
646,9
647,1
648,4
649,6
650,7
651,6
652,4
653,9
654,6
655,5
656,7
657,2
658,10
659,3
660,5
661,3
662,3
663,3
664,7
665,3
666,5
667,1
668,4
669,1
670,7
671,6
672,1
673,5
674,6
675,11
676,1
677,6
678,3
679,6
680,3
681,10
682,4
683,4
684,6
685,6
686,11
687,6
688,4
689,8
690,6
691,6
692,9
693,4
694,7
695,6
696,10
697,7
698,10
699,1
700,10
701,7
702,2
703,3
704,7
705,2
706,2
707,3
708,1
709,2
710,2
711,3
712,7
713,7
714,5
715,9
716,6
717,2
718,4
719,3
720,2
721,3
722,2
723,1
724,7
725,3
726,2
727,11
728,6
729,6
730,6
731,3
732,5
733,8
734,7
735,9
736,1
737,8
738,3
739,3
740,6
741,6
742,4
743,6
744,3
745,9
746,7
747,6
748,2
749,4
750,3
751,3
752,5
753,1
754,9
755,1
756,3
757,4
758,3
759,6
760,8
761,1
762,2
763,6
764,1
765,9
766,4
767,2
768,1
769,10
770,6
771,5
772,4
773,10
774,9
775,8
776,1
777,2
778,4
779,4
780,1
781,9
782,9
783,5
784,9
785,8
786,11
787,10
788,8
789,4
790,4
791,6
792,1
793,4
794,3
795,5
796,5
797,7
798,9
799,2
800,8
801,2
802,6
803,3
804,9
805,3
806,7
807,2
808,1
809,7
810,4
811,4
812,9
813,1
814,2
815,6
816,3
817,2
818,4
819,2
820,1
821,3
822,9
823,3
824,3
825,7
826,1
827,1
828,3
829,9
830,4
831,1
832,1
833,7
834,4
835,3
836,3
837,11
838,4
839,8
840,2
841,2
842,10
843,7
844,9
845,6
846,3
847,6
848,9
849,6
850,5
851,3
852,8
853,3
854,3
855,4
856,2
857,4
858,6
859,10
860,8
861,5
862,10
863,8
864,4
865,11
866,5
867,10
868,10
869,1
870,4
871,1
872,5
873,5
874,7
875,7
876,2
877,3
878,3
879,4
880,7
881,4
882,8
883,7
884,6
885,6
886,9
887,4
888,6
889,7
890,6
891,8
892,4
893,8
894,7
895,9
896,3
897,11
898,11
899,1
900,3
901,6
902,7
903,3
904,3
905,3
906,8
907,10
908,1
909,3
910,3
911,6
912,9
913,5
914,4
915,11
916,3
917,11
918,3
919,1
920,4
921,2
922,3
923,5
924,10
925,1
926,9
927,10
928,6
929,4
930,7
931,2
932,3
933,7
934,9
935,6
936,7
937,9
938,6
939,6
940,7
941,4
942,5
943,7
944,8
945,9
946,3
947,5
948,8
949,9
950,3
951,11
952,2
953,1
954,2
955,3
956,7
957,1
958,7
959,2
960,4
961,10
962,8
963,4
964,4
965,4
966,6
967,2
968,1
969,3
970,2
971,6
972,9
973,2
974,6
975,2
976,9
977,3
978,4
979,4
980,4
981,7
982,5
983,6
984,7
985,2
986,3
987,6
988,7
989,8
990,6
991,4
992,4
993,1
994,5
995,1
996,1
997,7
998,2
999,3
1000,6
1001,7
1002,9
1003,4
1004,2
1005,9
1006,3
1007,10
1008,3
1009,1
1010,7
1011,6
1012,3
1013,2
1014,11
1015,4
1016,8
1017,3
1018,3
1019,3
1020,5
1021,9
1022,5
1023,4
1024,6
1025,3
1026,2
1027,2
1028,3
1029,1
1030,6
1031,3
1032,1
1033,3
1034,1
1035,2
1036,2
1037,10
1038,1
1039,2
1040,6
1041,1
1042,5
1043,8
1044,8
1045,4
1046,3
1047,1
1048,8
1049,3
1050,8
1051,7
1052,2
1053,2
1054,1
1055,5
1056,1
1057,6
1058,3
1059,6
1060,6
1061,10
1062,3
1063,2
1064,4
1065,10
1066,4
1067,8
1068,11
1069,7
1070,1
1071,5
1072,4
1073,2
1074,6
1075,1
1076,11
1077,3
1078,7
1079,1
1080,9
1081,4
1082,11
1083,8
1084,2
1085,4
1086,2
1087,9
1088,6
1089,6
1090,3
1091,5
1092,8
1093,7
1094,8
1095,4
1096,10
1097,8
1098,9
1099,10
1100,4
1101,4
1102,8
1103,5
1104,8
1105,10
